time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2016-02-06T16:43:36.000Z,63.2648,-143.802,3.3,1.6,ml,13,93.5999925120006,0.3144103,0.43,ak,ak12741796,2016-02-07T12:21:56.608Z,"41km W of Tok, Alaska",earthquake,0.4,0.3,,3,automatic,ak,ak
2016-02-06T16:35:53.890Z,38.8260002,-122.831665,2,1.11,md,15,52,0.003899,0.03,nc,nc72589521,2016-02-06T18:12:05.370Z,"8km NW of The Geysers, California",earthquake,0.26,0.45,0.04,5,automatic,nc,nc
2016-02-06T16:29:37.000Z,64.6106,-149.4274,18.6,0.3,ml,12,115.199990784001,0.03593261,0.67,ak,ak12745270,2016-02-07T14:27:50.400Z,"15km WNW of North Nenana, Alaska",earthquake,0.7,0.7,,11,reviewed,ak,ak
2016-02-06T16:19:30.000Z,38.8078333,-122.8268333,1.74,1.49,md,48,85,0.002103,0.06,nc,nc72589516,2016-02-09T04:11:05.703Z,"6km WNW of The Geysers, California",earthquake,0.13,0.17,0.26,15,reviewed,nc,nc
2016-02-06T16:14:45.235Z,39.2284,-120.4731,0,-0.7,ml,4,278.2,0.171,0.0635,nn,nn00530253,2016-02-08T04:31:34.480Z,"27km WSW of Truckee, California",earthquake,4.55,,0,1,reviewed,nn,nn
2016-02-06T16:12:33.190Z,33.2096667,-116.7016667,6.7,1.29,ml,45,36,0.0468,0.22,ci,ci37521072,2016-02-08T14:05:33.706Z,"7km ESE of Lake Henshaw, California",earthquake,0.25,0.57,0.133,26,reviewed,ci,ci
2016-02-06T16:07:10.000Z,60.4271,-148.4639,13.9,3.3,ml,75,147.599988192001,0.4347846,0.88,ak,ak12740073,2016-02-07T12:27:42.181Z,"40km SSE of Whittier, Alaska",earthquake,0.3,0.3,,3,automatic,ak,ak
2016-02-06T15:52:20.436Z,37.4029,-117.072,7,0.1,ml,9,212.24,0.381,0.0886,nn,nn00530283,2016-02-08T04:35:29.100Z,"36km SSE of Goldfield, Nevada",earthquake,4.24,13.9,0.42,3,reviewed,nn,nn
2016-02-06T15:40:11.000Z,63.4355,-151.3578,0.5,2.4,ml,28,115.199990784001,0.2263755,0.91,ak,ak12740065,2016-02-07T12:21:55.337Z,"120km W of Cantwell, Alaska",earthquake,0.5,0.4,,5,automatic,ak,ak
2016-02-06T15:34:35.240Z,19.4036674,-155.2818298,1.38,2.04,ml,27,28,0.008366,0.25,hv,hv61171576,2016-02-06T15:40:18.130Z,"5km WSW of Volcano, Hawaii",earthquake,0.19,0.24,0.29,13,automatic,hv,hv
2016-02-06T15:31:28.000Z,63.4146,-151.3504,14,1.2,ml,7,100.799991936001,0.2344603,0.2,ak,ak12740062,2016-02-07T12:21:54.645Z,"119km W of Cantwell, Alaska",earthquake,0.3,0.4,,7,automatic,ak,ak
2016-02-06T15:25:34.458Z,38.6664,-118.7678,14.3,1.1,ml,9,149.85,0.196,0.0853,nn,nn00530279,2016-02-08T04:35:12.735Z,"20km NW of Hawthorne, Nevada",earthquake,4.07,8.1,0.67,3,reviewed,nn,nn
2016-02-06T15:14:39.360Z,39.7986667,-120.7103333,-1.23,1.89,md,22,91,0.04441,0.12,nc,nc72589506,2016-02-09T05:34:04.877Z,"20km W of Portola, California",earthquake,0.28,2.76,0.16,19,reviewed,nc,nc
2016-02-06T15:12:56.300Z,35.4745,-90.8075,13.41,1.75,md,5,297,0.1111,0.16,nm,nm60102522,2016-02-06T21:02:14.460Z,"12km SW of Harrisburg, Arkansas",earthquake,1.79,1.5,0.191,3,reviewed,nm,nm
2016-02-06T15:12:29.260Z,36.1399,-97.2844,4.19,3,mb_lg,,47,0.296,0.41,us,us20004yc5,2016-02-06T23:15:08.571Z,"16km S of Perry, Oklahoma",earthquake,1.4,7.4,0.065,61,reviewed,us,us
2016-02-06T14:59:42.030Z,38.8441658,-122.8406677,1.63,0.43,md,6,161,0.006883,0.01,nc,nc72589501,2016-02-06T16:20:12.108Z,"10km WNW of Cobb, California",earthquake,0.7,0.95,0.35,2,automatic,nc,nc
2016-02-06T14:41:43.528Z,39.2381,-120.4585,0,-0.5,ml,6,264.85,0.156,0.1071,nn,nn00530238,2016-02-08T04:28:13.459Z,"25km WSW of Truckee, California",earthquake,4.51,,0,1,reviewed,nn,nn
2016-02-06T14:35:07.000Z,60.1399,-141.2147,19.2,1.7,ml,7,215.999982720001,0.2146974,0.81,ak,ak12738347,2016-02-07T12:21:53.840Z,"68km E of Cape Yakataga, Alaska",earthquake,2.4,0.5,,4,automatic,ak,ak
2016-02-06T14:26:09.757Z,39.2331,-120.4776,5.3,1.2,ml,13,263.52,0.17,0.1405,nn,nn00530229,2016-02-08T19:17:05.477Z,"27km WSW of Truckee, California",earthquake,2.47,3,0.24,6,reviewed,nn,nn
2016-02-06T14:20:33.453Z,39.0993,-119.8759,11.1,0.6,ml,17,60.53,0.134,0.1304,nn,nn00530228,2016-02-08T04:27:40.916Z,"8km W of Indian Hills, Nevada",earthquake,0.92,2.6,0.07,7,reviewed,nn,nn
2016-02-06T14:17:23.408Z,39.2354,-120.4726,4.1,0.9,ml,12,262.75,0.166,0.1473,nn,nn00530227,2016-02-08T19:10:56.790Z,"26km WSW of Truckee, California",earthquake,3.08,4.7,0.33,5,reviewed,nn,nn
2016-02-06T14:13:35.710Z,38.8066673,-122.8363342,2.35,0.96,md,10,198,0.006007,0.04,nc,nc72589496,2016-02-06T15:52:04.037Z,"7km WNW of The Geysers, California",earthquake,0.65,0.58,0.37,4,automatic,nc,nc
2016-02-06T14:06:04.894Z,39.2388,-120.4598,0,-0.2,ml,7,259.87,0.156,0.1273,nn,nn00530251,2016-02-08T04:31:18.496Z,"25km WSW of Truckee, California",earthquake,4.34,,0,1,reviewed,nn,nn
2016-02-06T14:05:56.501Z,38.4683,-118.3625,4.1,0.5,ml,5,140.27,0.039,0.0878,nn,nn00530250,2016-02-08T04:31:02.227Z,"23km ESE of Hawthorne, Nevada",earthquake,2.43,5.7,0.02,2,reviewed,nn,nn
2016-02-06T13:50:49.090Z,19.4261665,-155.6136627,1.65,1.86,md,16,89,0.02675,0.36,hv,hv61171466,2016-02-06T13:53:55.700Z,"26km E of Honaunau-Napoopoo, Hawaii",earthquake,0.52,0.68,0.16,8,automatic,hv,hv
2016-02-06T13:49:46.788Z,38.2459,-118.6461,0.9,0.7,ml,8,223.86,0.111,0.0716,nn,nn00530277,2016-02-08T04:37:02.933Z,"30km S of Hawthorne, Nevada",earthquake,5.59,34.2,0.6,3,reviewed,nn,nn
2016-02-06T13:30:27.596Z,38.205,-118.7634,10.6,0.5,ml,6,198.57,0.142,0.0364,nn,nn00530275,2016-02-08T04:34:40.684Z,"37km SSW of Hawthorne, Nevada",earthquake,6.94,10.2,0.25,2,reviewed,nn,nn
2016-02-06T13:26:10.469Z,38.2427,-118.6288,5.6,0.8,ml,15,96.99,0.098,0.0625,nn,nn00530225,2016-02-08T04:36:44.960Z,"31km S of Hawthorne, Nevada",earthquake,2.23,2.6,0.26,3,reviewed,nn,nn
2016-02-06T13:15:46.800Z,48.3358333,-122.9663333,49.246,1.63,ml,11,100,0.2273,0.31,uw,uw61107372,2016-02-08T18:40:38.260Z,"21km W of Ault Field, Washington",earthquake,0.87,2.23,0.121,13,reviewed,uw,uw
2016-02-06T13:15:33.581Z,38.4643,-118.363,2.8,0.4,ml,9,99.91,0.035,0.1135,nn,nn00530224,2016-02-08T04:29:23.171Z,"23km ESE of Hawthorne, Nevada",earthquake,2.23,5.7,0.1,2,reviewed,nn,nn
2016-02-06T13:11:57.300Z,38.8461667,-122.8261667,2.05,0.02,md,21,61,0.008762,0.03,nc,nc72589486,2016-02-09T00:52:05.258Z,"9km WNW of Cobb, California",earthquake,0.19,0.3,0.327,5,reviewed,nc,nc
2016-02-06T13:10:08.640Z,38.8461685,-122.8263321,1.74,0.45,md,9,78,0.008793,0.01,nc,nc72589481,2016-02-06T15:24:04.983Z,"9km WNW of Cobb, California",earthquake,0.45,0.78,0.14,2,automatic,nc,nc
2016-02-06T13:02:29.700Z,38.819,-122.7626667,2.04,1.15,md,45,47,0.01278,0.07,nc,nc72589476,2016-02-09T03:17:04.576Z,"3km W of Cobb, California",earthquake,0.12,0.19,0.168,13,reviewed,nc,nc
2016-02-06T12:55:57.250Z,-18.7553,-177.6198,618.46,4.3,mb,,97,4.233,0.83,us,us20004ybx,2016-02-06T20:58:30.185Z,"238km NNE of Ndoi Island, Fiji",earthquake,14,10.4,0.109,24,reviewed,us,us
2016-02-06T12:48:24.470Z,33.3563333,-116.9445,5.31,0.94,ml,35,65,0.06856,0.24,ci,ci37521056,2016-02-08T14:05:52.650Z,"8km W of Palomar Observatory, California",earthquake,0.28,1.22,0.097,26,reviewed,ci,ci
2016-02-06T12:47:44.000Z,59.6951,-152.4926,72.3,2.5,ml,40,125.999989920001,0.3754958,0.5,ak,ak12734924,2016-02-07T12:27:46.059Z,"38km WSW of Anchor Point, Alaska",earthquake,0.6,0.8,,6,automatic,ak,ak
2016-02-06T12:24:48.641Z,38.6805,-119.242,18.6,1.2,ml,10,101.67,0.305,0.0962,nn,nn00530240,2016-02-08T04:29:06.933Z,"14km SE of Smith Valley, Nevada",earthquake,1.77,1.9,0,1,reviewed,nn,nn
2016-02-06T12:10:24.421Z,38.5254,-118.137,2.8,0.8,ml,5,259.91,0.094,0.098,nn,nn00530246,2016-02-08T04:30:46.114Z,"42km E of Hawthorne, Nevada",earthquake,16.95,15.1,0.19,2,reviewed,nn,nn
2016-02-06T12:05:31.200Z,6.8291,-73.0611,147.6,4.3,Mb,,50.4,1.42472804,1.05,us,us20004ybp,2016-02-06T20:08:00.064Z,"15km NNW of Aratoca, Colombia",earthquake,7.6,11,0.1,19,reviewed,us,us
2016-02-06T12:03:16.540Z,37.9123333,-121.8495,9.93,1.83,md,47,48,0.04346,0.22,nc,nc72589471,2016-02-09T03:11:04.566Z,"8km ESE of Clayton, California",earthquake,0.24,0.52,0.183,34,reviewed,nc,nc
2016-02-06T12:00:27.728Z,37.5604,-117.882,8.2,0.1,ml,7,187.95,0.206,0.062,nn,nn00530274,2016-02-08T04:34:24.801Z,"50km ENE of Bishop, California",earthquake,7.07,17.9,0,1,reviewed,nn,nn
2016-02-06T11:54:23.265Z,36.871,-116.1735,7.2,0,ml,12,99.77,0.071,0.1075,nn,nn00530220,2016-02-08T04:29:25.480Z,"52km E of Beatty, Nevada",earthquake,1.68,2,0.44,6,reviewed,nn,nn
2016-02-06T11:47:04.720Z,35.998,-120.8846667,8.84,0.92,md,29,72,0.02686,0.07,nc,nc72589461,2016-02-09T01:27:45.000Z,"29km N of Lake Nacimiento, California",earthquake,0.28,0.46,0.183,14,reviewed,nc,nc
2016-02-06T11:41:01.020Z,38.7905,-122.7656667,3.52,0.31,md,29,91,0.01759,0.08,nc,nc72589456,2016-02-08T22:45:06.667Z,"1km NNW of The Geysers, California",earthquake,0.25,0.43,0.109,5,reviewed,nc,nc
2016-02-06T11:38:29.310Z,38.8260002,-122.8201675,5.69,0.56,md,7,112,0.008302,0.04,nc,nc72589451,2016-02-06T13:19:05.685Z,"7km NW of The Geysers, California",earthquake,1.84,4.67,,1,automatic,nc,nc
2016-02-06T11:23:32.000Z,61.7285,-148.1947,28.5,1.7,ml,13,104.399991648001,0.1015096,0.89,ak,ak12733219,2016-02-07T12:21:52.486Z,"35km ESE of Sutton-Alpine, Alaska",earthquake,0.5,0.2,,7,automatic,ak,ak
2016-02-06T11:19:50.180Z,37.7056667,-122.3938333,10.46,1.03,md,25,74,0.02434,0.11,nc,nc72589446,2016-02-09T01:26:43.030Z,"2km N of Brisbane, California",earthquake,0.38,0.29,0.139,15,reviewed,nc,nc
2016-02-06T10:57:34.230Z,46.2975,-122.3383333,10.487,0.94,ml,12,86,0.008302,0.16,uw,uw61107367,2016-02-08T18:58:11.000Z,"29km S of Morton, Washington",earthquake,0.36,0.64,0.134,10,reviewed,uw,uw
2016-02-06T10:56:58.000Z,63.2727,-151.2443,11.7,1.4,ml,6,147.599988192001,0.3144103,0.29,ak,ak12733050,2016-02-07T12:20:23.957Z,"115km W of Cantwell, Alaska",earthquake,0.4,0.4,,2,automatic,ak,ak
2016-02-06T10:28:32.798Z,37.7937,-115.7752,14.1,0.6,ml,8,156.55,0.151,0.1636,nn,nn00530219,2016-02-08T04:30:30.067Z,"68km SE of Warm Springs, Nevada",earthquake,11.5,5.1,0.18,3,reviewed,nn,nn
2016-02-06T10:15:46.260Z,34.058,-116.9426667,13.84,1.51,ml,52,34,0.03591,0.17,ci,ci37521048,2016-02-08T14:07:22.210Z,"10km ENE of Yucaipa, California",earthquake,0.18,0.42,0.12,28,reviewed,ci,ci
2016-02-06T10:12:10.440Z,13.3189,-89.5829,64.22,4.6,mb,,170,0.5,1.18,us,us20004yb8,2016-02-06T18:14:50.090Z,"33km WSW of La Libertad, El Salvador",earthquake,7,7.7,0.057,92,reviewed,us,us
2016-02-06T09:57:09.000Z,59.9051,-152.7176,81.3,2.2,ml,14,233.999981280002,0.5138363,0.87,ak,ak12731345,2016-02-07T12:20:03.083Z,"51km WNW of Anchor Point, Alaska",earthquake,1.1,1,,6,automatic,ak,ak
2016-02-06T09:53:56.100Z,33.4005,-116.9651667,8.72,0.69,ml,13,126,0.05692,0.13,ci,ci37521040,2016-02-08T14:06:27.835Z,"10km WSW of Aguanga, California",earthquake,0.28,0.95,0.098,16,reviewed,ci,ci
2016-02-06T09:52:14.890Z,19.4051666,-155.279007,1.36,1.86,ml,18,49,0.007066,0.12,hv,hv61171241,2016-02-06T09:57:56.820Z,"5km WSW of Volcano, Hawaii",earthquake,0.15,0.23,0.12,4,automatic,hv,hv
2016-02-06T09:46:15.740Z,38.8518333,-122.8253333,1.29,1.46,md,46,60,0.00322,0.07,nc,nc72589431,2016-02-09T00:44:04.237Z,"9km WNW of Cobb, California",earthquake,0.1,0.17,0.135,13,reviewed,nc,nc
2016-02-06T09:46:01.410Z,38.8521667,-122.8235,1.47,1.05,md,43,60,0.002492,0.06,nc,nc72589426,2016-02-08T20:24:04.337Z,"9km WNW of Cobb, California",earthquake,0.1,0.19,0.155,13,reviewed,nc,nc
2016-02-06T09:33:50.000Z,19.1539,-65.224,40,2.9,Md,5,306,0.83812816,0.11,pr,pr16037005,2016-02-06T17:36:30.835Z,"94km N of Culebra, Puerto Rico",earthquake,2.4,8.8,0,4,reviewed,pr,pr
2016-02-06T09:22:40.727Z,38.5136,-118.5176,8.6,0.6,ml,11,111.18,0.115,0.1385,nn,nn00530216,2016-02-08T04:28:30.284Z,"9km E of Hawthorne, Nevada",earthquake,1.73,2.8,0.52,3,reviewed,nn,nn
2016-02-06T09:19:18.380Z,35.9814,-97.1855,5,3.2,mb_lg,,56,0.21,0.52,us,us20004yb3,2016-02-06T14:04:37.825Z,"7km ENE of Langston, Oklahoma",earthquake,1,2,0.056,83,reviewed,us,us
2016-02-06T09:13:47.720Z,35.9797,-97.1891,5,2.9,mb_lg,,64,0.213,0.54,us,us20004yb1,2016-02-07T04:14:45.796Z,"7km ENE of Langston, Oklahoma",earthquake,0.8,2,0.068,56,reviewed,us,us
2016-02-06T09:00:09.880Z,-29.5745,30.74,10,3.7,mb,,114,4.894,0.51,us,us20004ylw,2016-02-09T01:16:32.282Z,"28km NNE of Mpumalanga, South Africa",earthquake,12.4,2,0.252,4,reviewed,us,us
2016-02-06T09:00:03.600Z,18.677,-66.4714,27,3.1,Md,22,212.4,0.20661252,0.18,pr,pr16037004,2016-02-06T17:04:15.887Z,"23km N of Tierras Nuevas Poniente, Puerto Rico",earthquake,0.7,1.3,0,19,reviewed,pr,pr
2016-02-06T08:56:07.890Z,39.353,-123.293,6.01,1.69,md,14,82,0.1472,0.05,nc,nc72589411,2016-02-08T19:05:06.058Z,"8km SE of Willits, California",earthquake,0.25,2.47,0.202,14,reviewed,nc,nc
2016-02-06T08:50:02.090Z,33.9463333,-117.9415,6.55,0.97,ml,32,62,0.01481,0.2,ci,ci37521032,2016-02-08T16:03:02.079Z,"2km NNE of La Habra, California",earthquake,0.27,0.45,0.08,14,reviewed,ci,ci
2016-02-06T08:49:49.810Z,38.8235,-122.8423333,2.41,0.36,md,32,69,0.005718,0.04,nc,nc72589406,2016-02-08T20:32:05.239Z,"9km NW of The Geysers, California",earthquake,0.14,0.21,0.123,5,reviewed,nc,nc
2016-02-06T08:38:18.970Z,37.5128333,-118.8645,6.14,0.77,md,18,119,0.08203,0.06,nc,nc72589401,2016-02-08T18:37:06.691Z,"17km SSE of Mammoth Lakes, California",earthquake,0.31,1.15,0.203,15,reviewed,nc,nc
2016-02-06T08:34:26.330Z,44.9483333,-111.4831667,3.37,0.88,md,9,135,0.124,0.15,mb,mb80123914,2016-02-08T23:00:47.540Z,"38km SSW of Big Sky, Montana",earthquake,0.51,1.27,0.191,3,reviewed,mb,mb
2016-02-06T08:20:31.000Z,63.1203,-151.4531,12,1.4,ml,6,115.199990784001,0.4015469,0.15,ak,ak12729640,2016-02-07T12:20:02.322Z,"112km NW of Talkeetna, Alaska",earthquake,0.6,0.4,,4,automatic,ak,ak
2016-02-06T08:09:31.000Z,62.9955,-151.5576,9.6,0.9,ml,5,223.199982144001,0.3036306,0.73,ak,ak12729637,2016-02-07T14:27:51.116Z,"105km NW of Talkeetna, Alaska",earthquake,1,0.5,,5,reviewed,ak,ak
2016-02-06T08:06:56.000Z,57.8139,-157.5354,105.3,3.1,ml,16,266.399978688002,2.202669,0.89,ak,ak12729635,2016-02-07T12:23:44.447Z,"110km SSW of King Salmon, Alaska",earthquake,3.4,7.7,,3,automatic,ak,ak
2016-02-06T08:06:48.689Z,36.6361,-116.359,4.5,-0.1,ml,10,141.42,0.149,0.1366,nn,nn00530262,2016-02-08T04:32:59.002Z,"46km SE of Beatty, Nevada",earthquake,3.94,15.6,0.61,4,reviewed,nn,nn
2016-02-06T08:01:48.610Z,34.082,-118.2565,9.58,1.13,ml,31,48,0.03299,0.24,ci,ci37521024,2016-02-08T15:45:17.527Z,"1km N of Echo Park, California",earthquake,0.32,0.6,0.185,15,reviewed,ci,ci
2016-02-06T07:45:35.600Z,38.7574997,-122.7330017,1.84,0.77,md,8,135,0.0102,0.03,nc,nc72589396,2016-02-06T08:02:04.930Z,"2km SE of The Geysers, California",earthquake,0.41,0.84,0.19,4,automatic,nc,nc
2016-02-06T07:27:42.500Z,40.5048333,-121.3148333,8.14,0.65,md,4,298,0.1201,0.03,nc,nc72588650,2016-02-10T00:52:05.806Z,"23km NNW of Chester, California",earthquake,2.76,3.12,0.225,6,reviewed,nc,nc
2016-02-06T07:20:11.000Z,61.0241,-147.7263,11.5,2,ml,18,122.399990208001,0.3377665,0.97,ak,ak12727952,2016-02-07T12:20:00.737Z,"59km ENE of Whittier, Alaska",earthquake,0.3,0.2,,4,automatic,ak,ak
2016-02-06T07:09:59.160Z,44.7798333,-111.1828333,13.39,1.06,md,10,146,0.031,0.13,uu,uu60139627,2016-02-08T18:17:55.450Z,"14km NNW of West Yellowstone, Montana",earthquake,0.71,1.04,0.19,8,reviewed,uu,uu
2016-02-06T06:52:12.820Z,38.8058319,-122.8028336,1.54,0.39,md,8,144,0.006258,0.02,nc,nc72589386,2016-02-06T07:18:03.843Z,"5km NW of The Geysers, California",earthquake,0.49,0.82,0.11,2,automatic,nc,nc
2016-02-06T06:50:05.233Z,36.635,-118.027,0,0.8,ml,6,152.16,0.2,0.1175,nn,nn00530245,2016-02-08T04:30:12.357Z,"4km NE of Lone Pine, California",earthquake,3.06,,0,1,reviewed,nn,nn
2016-02-06T06:49:55.070Z,40.3301667,-124.6306667,22.97,2.71,md,29,243,0.2649,0.14,nc,nc72589381,2016-02-08T23:05:06.550Z,"41km SW of Ferndale, California",earthquake,0.51,0.77,0.088,19,reviewed,nc,nc
2016-02-06T06:49:37.450Z,38.8253333,-122.827,2.92,1.47,md,47,41,0.006652,0.06,nc,nc72589376,2016-02-08T23:32:03.903Z,"8km NW of The Geysers, California",earthquake,0.13,0.17,0.177,15,reviewed,nc,nc
2016-02-06T06:45:32.000Z,18.8885,-67.4402,44,2.7,Md,4,331.2,0.78422924,0.2,pr,pr16037003,2016-02-06T14:48:12.008Z,"56km NW of San Antonio, Puerto Rico",earthquake,4.3,11.3,0,2,reviewed,pr,pr
2016-02-06T06:44:51.350Z,19.4101658,-155.2806702,2.74,1.82,md,19,58,0.001873,0.13,hv,hv61171136,2016-02-06T06:47:52.600Z,"5km WSW of Volcano, Hawaii",earthquake,0.24,0.35,0.11,16,automatic,hv,hv
2016-02-06T06:33:17.980Z,37.8355,-112.4353333,3.4,1.71,ml,13,98,0.286,0.16,uu,uu60139622,2016-02-08T18:15:18.880Z,"1km N of Panguitch, Utah",earthquake,0.44,10.28,0.313,2,reviewed,uu,uu
2016-02-06T06:21:22.620Z,37.3636667,-121.6611667,3.92,1.5,md,25,52,0.02652,0.07,nc,nc72589366,2016-02-09T02:43:04.505Z,"13km E of East Foothills, California",earthquake,0.19,0.27,0.166,21,reviewed,nc,nc
2016-02-06T06:20:22.360Z,-8.9421,-74.497,149.63,4.6,mb,,106,2.143,0.84,us,us20004yaj,2016-02-06T14:22:51.485Z,"61km SSE of Campoverde, Peru",earthquake,8.5,5.4,0.101,29,reviewed,us,us
2016-02-06T06:17:17.310Z,37.5718333,-118.8583333,5.39,1.84,md,36,57,0.02948,0.05,nc,nc72589356,2016-02-09T03:01:05.542Z,"13km SE of Mammoth Lakes, California",earthquake,0.15,0.35,0.272,32,reviewed,nc,nc
2016-02-06T05:58:41.670Z,48.1573333,-122.5651667,25.522,1.6,ml,12,89,0.1396,0.41,uw,uw61107362,2016-02-08T18:43:43.880Z,"3km SW of Camano, Washington",earthquake,1,1.87,0.218,5,reviewed,uw,uw
2016-02-06T05:55:49.980Z,38.8215,-122.8065,2.87,1.49,md,35,59,0.003373,0.05,nc,nc72589341,2016-02-10T02:44:04.047Z,"6km NW of The Geysers, California",earthquake,0.18,0.3,0.139,13,reviewed,nc,nc
2016-02-06T05:55:48.500Z,38.8221667,-122.8063333,2.76,,,33,59,0.003169,0.04,nc,nc71100009,2016-02-10T03:13:05.117Z,"6km NW of The Geysers, California",earthquake,0.23,0.35,,,reviewed,nc,nc
2016-02-06T05:35:39.410Z,37.6396667,-118.9305,5.92,1.09,md,25,62,0.02482,0.04,nc,nc72589336,2016-02-08T17:42:05.380Z,"3km ESE of Mammoth Lakes, California",earthquake,0.3,0.39,0.25,21,reviewed,nc,nc
2016-02-06T05:35:00.400Z,33.6823333,-116.7116667,15.72,0.69,ml,26,52,0.03168,0.14,ci,ci37521008,2016-02-08T14:07:15.901Z,"6km S of Idyllwild, California",earthquake,0.29,0.45,0.145,16,reviewed,ci,ci
2016-02-06T05:29:13.240Z,38.7866669,-122.725502,1.52,0.9,md,8,103,0.008975,0.03,nc,nc72589331,2016-02-06T05:43:05.635Z,"2km ENE of The Geysers, California",earthquake,0.42,0.51,0.06,5,automatic,nc,nc
2016-02-06T05:26:43.160Z,36.1118333,-117.8721667,6.56,0.4,ml,8,234,0.1049,0.12,ci,ci37521000,2016-02-08T17:32:45.755Z,"10km NE of Coso Junction, California",earthquake,0.52,0.81,0.249,4,reviewed,ci,ci
2016-02-06T05:14:48.680Z,37.577,-118.8591667,4.05,0.13,md,10,236,0.02719,0.05,nc,nc72589326,2016-02-08T17:16:05.327Z,"12km SE of Mammoth Lakes, California",earthquake,0.99,1.23,0.155,9,reviewed,nc,nc
2016-02-06T05:06:29.000Z,59.4047,-151.7713,2.1,2,ml,15,201.599983872001,0.296444,0.71,ak,ak12724572,2016-02-07T12:19:59.274Z,"29km SSW of Homer, Alaska",earthquake,0.5,0.3,,2,automatic,ak,ak
2016-02-06T05:05:53.000Z,60.9078,-149.0879,26.6,1.4,ml,6,136.799989056001,0.3629194,0.67,ak,ak12724573,2016-02-07T12:19:59.980Z,"26km NW of Whittier, Alaska",earthquake,0.5,0.9,,4,automatic,ak,ak
2016-02-06T04:51:35.900Z,-17.2414,174.9773,10,5.1,mb,,69,2.977,1.08,us,us20004y9m,2016-02-06T12:54:02.692Z,"266km WNW of Nadi, Fiji",earthquake,9.5,1.9,0.05,129,reviewed,us,us
2016-02-06T04:50:37.410Z,33.9783333,-116.259,5.02,1.17,ml,35,54,0.08857,0.2,ci,ci37520992,2016-02-08T14:08:31.590Z,"18km SSE of Joshua Tree, California",earthquake,0.26,0.61,0.208,27,reviewed,ci,ci
2016-02-06T04:24:28.234Z,37.3602,-115.9642,6.7,0.1,ml,13,281.52,0.191,0.0952,nn,nn00530260,2016-02-08T04:32:42.708Z,"70km W of Alamo, Nevada",earthquake,3.23,4.4,0.36,5,reviewed,nn,nn
2016-02-06T04:16:41.130Z,35.9876667,-120.5495,3.26,0.22,md,21,71,0.01328,0.06,nc,nc72589311,2016-02-09T01:28:15.850Z,"23km SW of Coalinga, California",earthquake,0.19,0.39,0.256,8,reviewed,nc,nc
2016-02-06T04:08:15.130Z,37.8218333,-113.0996667,7.16,1.12,md,8,125,0.226,0.1,uu,uu60139617,2016-02-09T20:43:52.030Z,"8km NW of Enoch, Utah",earthquake,0.52,2.99,0.079,5,reviewed,uu,uu
2016-02-06T04:03:14.910Z,35.7345,-120.2806667,9.6,0.99,md,35,63,0.02535,0.08,nc,nc72589306,2016-02-09T01:27:14.640Z,"12km NE of Shandon, California",earthquake,0.23,0.38,0.227,15,reviewed,nc,nc
2016-02-06T03:37:56.000Z,59.2593,-151.9675,15.8,3.4,ml,64,118.799990496001,,0.95,ak,ak12721244,2016-02-06T22:52:54.441Z,"48km SSW of Homer, Alaska",earthquake,0.4,0.4,,,automatic,ak,ak
2016-02-06T03:21:16.170Z,47.683,-113.7741667,2.38,-0.02,md,5,242,0.231,0.09,mb,mb80123849,2016-02-08T18:59:09.480Z,"27km ENE of Pablo, Montana",earthquake,1.67,0.81,0.109,3,reviewed,mb,mb
2016-02-06T03:15:13.970Z,38.7503333,-122.7058333,1.1,0.69,md,20,68,0.01059,0.09,nc,nc72589301,2016-02-08T18:49:04.562Z,"5km SE of The Geysers, California",earthquake,0.19,0.34,0.21,4,reviewed,nc,nc
2016-02-06T03:02:15.000Z,64.1675,-150.0366,3.6,1.3,ml,17,104.399991648001,0.3206986,0.41,ak,ak12721228,2016-02-06T22:31:29.074Z,"62km NW of Healy, Alaska",earthquake,0.3,0.3,,2,automatic,ak,ak
2016-02-06T02:56:38.210Z,38.8236656,-122.7639999,1.85,1.12,md,10,89,0.008216,0.02,nc,nc72589291,2016-02-06T04:02:04.420Z,"3km W of Cobb, California",earthquake,0.51,0.62,0.31,5,automatic,nc,nc
2016-02-06T02:43:25.710Z,35.7331667,-120.283,9.6,1.51,md,51,47,0.02708,0.05,nc,nc72589286,2016-02-06T10:45:51.612Z,"12km NE of Shandon, California",earthquake,0.16,0.28,0.231,31,reviewed,nc,nc
2016-02-06T02:35:55.000Z,63.08,-151.4702,13.9,1.5,ml,6,169.199986464001,0.3745975,0.13,ak,ak12721214,2016-02-06T22:31:28.184Z,"109km NW of Talkeetna, Alaska",earthquake,0.5,0.3,,2,automatic,ak,ak
2016-02-06T02:30:43.810Z,36.1028333,-120.1916667,7.65,1.83,md,50,124,0.07846,0.13,nc,nc72589281,2016-02-06T04:34:06.497Z,"12km NNW of Avenal, California",earthquake,0.25,0.45,0.17,39,reviewed,nc,nc
2016-02-06T02:28:11.990Z,2.2373,97.0833,41.85,4.4,mb,,176,1.049,0.31,us,us20004y9c,2016-02-06T10:31:16.939Z,"82km ESE of Sinabang, Indonesia",earthquake,10.8,13.8,0.17,10,reviewed,us,us
